I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
849, 673, -175, -761, 512, 248, -732, -634, -156, 322, 400, 1112, 
849, 673, -175, -761, 512, 248, -732, -634, -156, 322, 400, 1112, 
849, 673, -175, -761, 512, 248, -732, -634, -156, 322, 400, 1112, 
849, 673, -175, -761, 512, 248, -732, -634, -156, 322, 400, 1112, 
741, 639, -102, -690, 422, 268, -668, -624, -131, 278, 346, 1044, 
644, 614, -29, -629, 336, 292, -614, -624, -107, 244, 292, 976, 
546, 590, 43, -568, 251, 317, -561, -624, -82, 209, 239, 907, 
448, 566, 117, -507, 165, 341, -507, -624, -58, 175, 185, 839, 
356, 453, 97, -405, 129, 275, -405, -551, -102, 48, 63, 702, 
273, 341, 68, -307, 102, 204, -312, -488, -136, -68, -58, 575, 
190, 229, 39, -209, 75, 134, -219, -424, -170, -185, -180, 448, 
107, 117, 9, -112, 48, 63, -126, -361, -204, -302, -302, 322, 
87, 63, -24, -75, 56, 19, -87, -312, -229, -326, -336, 268, 
68, 19, -48, -43, 58, -14, -48, -273, -253, -351, -370, 224, 
48, -24, -73, -12, 61, -48, -9, -234, -278, -375, -405, 180, 
29, -68, -97, 19, 63, -82, 29, -195, -302, -400, -439, 136, 
39, -82, -122, 21, 80, -102, 43, -175, -292, -385, -439, 131, 
48, -97, -146, 24, 97, -122, 48, -156, -283, -380, -439, 126, 
58, -112, -170, 26, 114, -141, 53, -136, -273, -375, -439, 122, 
68, -126, -195, 29, 131, -161, 58, -117, -263, -370, -439, 117, 
92, -141, -234, 24, 163, -187, 48, -117, -253, -361, -439, 117, 
107, -146, -253, 19, 180, -200, 39, -117, -253, -351, -439, 117, 
122, -151, -273, 14, 197, -212, 29, -117, -253, -341, -439, 117, 
136, -156, -292, 9, 214, -224, 19, -117, -253, -331, -439, 117, 
151, -165, -317, 7, 234, -241, 14, -122, -244, -322, -434, 122, 
156, -165, -322, 4, 239, -244, 9, -126, -234, -312, -429, 126, 
161, -165, -326, 2, 244, -246, 4, -131, -224, -302, -424, 131, 
165, -165, -331, 0, 248, -248, 0, -136, -214, -292, -419, 136, 
175, -170, -346, -2, 261, -258, 4, -146, -204, -283, -409, 146, 
175, -175, -351, 0, 263, -263, 9, -146, -195, -283, -409, 146, 
175, -180, -356, 2, 265, -268, 14, -146, -185, -283, -409, 146, 
175, -185, -361, 4, 268, -273, 19, -146, -175, -283, -409, 146, 
180, -190, -370, 4, 275, -280, 29, -141, -165, -283, -414, 136, 
185, -195, -380, 4, 283, -287, 29, -136, -165, -283, -419, 136, 
190, -200, -390, 4, 290, -295, 29, -131, -165, -283, -424, 136, 
195, -204, -400, 4, 297, -302, 29, -126, -165, -283, -429, 136, 
195, -195, -390, 0, 292, -292, 29, -117, -165, -283, -419, 136, 
195, -195, -390, 0, 292, -292, 29, -117, -165, -283, -419, 136, 
195, -195, -390, 0, 292, -292, 29, -117, -165, -283, -419, 136, 
195, -195, -390, 0, 292, -292, 29, -117, -165, -283, -419, 136, 
185, -204, -390, 9, 287, -297, 29, -117, -156, -273, -419, 136, 
185, -204, -390, 9, 287, -297, 29, -117, -156, -273, -419, 136, 
185, -204, -390, 9, 287, -297, 29, -117, -156, -273, -419, 136, 
185, -204, -390, 9, 287, -297, 29, -117, -156, -273, -419, 136, 
185, -204, -390, 9, 287, -297, 29, -117, -156, -273, -419, 146, 
185, -204, -390, 9, 287, -297, 29, -117, -156, -273, -419, 146, 
185, -204, -390, 9, 287, -297, 29, -117, -156, -273, -419, 146, 
185, -204, -390, 9, 287, -297, 29, -117, -156, -273, -419, 146, 
195, -204, -400, 4, 297, -302, 29, -117, -156, -273, -419, 146, 
195, -204, -400, 4, 297, -302, 29, -117, -156, -273, -419, 146, 
195, -204, -400, 4, 297, -302, 29, -117, -156, -273, -419, 146, 
195, -204, -400, 4, 297, -302, 29, -117, -156, -273, -419, 146, 
204, -195, -400, -4, 302, -297, 29, -117, -156, -273, -419, 146, 
204, -195, -400, -4, 302, -297, 29, -117, -156, -273, -419, 146, 
204, -195, -400, -4, 302, -297, 29, -117, -156, -273, -419, 146, 
204, -195, -400, -4, 302, -297, 29, -117, -156, -273, -419, 146, 
195, -204, -400, 4, 297, -302, 29, -117, -156, -273, -419, 156, 
195, -204, -400, 4, 297, -302, 29, -117, -156, -273, -419, 156, 
195, -204, -400, 4, 297, -302, 29, -117, -156, -273, -419, 156, 
195, -204, -400, 4, 297, -302, 29, -117, -156, -273, -419, 156, 
195, -204, -400, 4, 297, -302, 19, -117, -156, -273, -419, 156, 
195, -204, -400, 4, 297, -302, 19, -117, -156, -273, -419, 156, 
195, -204, -400, 4, 297, -302, 19, -117, -156, -273, -419, 156, 
195, -204, -400, 4, 297, -302, 19, -117, -156, -273, -419, 156, 
204, -204, -409, 0, 307, -307, 9, -117, -156, -263, -419, 156, 
204, -204, -409, 0, 307, -307, 9, -117, -156, -263, -419, 156, 
204, -204, -409, 0, 307, -307, 9, -117, -156, -263, -419, 156, 
204, -204, -409, 0, 307, -307, 9, -117, -156, -263, -419, 156, 
214, -195, -409, -9, 312, -302, 9, -107, -146, -253, -409, 165, 
214, -195, -409, -9, 312, -302, 9, -107, -146, -253, -409, 165, 
214, -195, -409, -9, 312, -302, 9, -107, -146, -253, -409, 165, 
214, -195, -409, -9, 312, -302, 9, -107, -146, -253, -409, 165, 
214, -195, -409, -9, 312, -302, 9, -107, -146, -253, -400, 165, 
214, -195, -409, -9, 312, -302, 9, -107, -146, -253, -400, 165, 
214, -195, -409, -9, 312, -302, 9, -107, -146, -253, -400, 165, 
214, -195, -409, -9, 312, -302, 9, -107, -146, -253, -400, 165, 
224, -185, -409, -19, 317, -297, 0, -107, -146, -253, -400, 175, 
224, -185, -409, -19, 317, -297, 0, -107, -146, -253, -400, 175, 
224, -185, -409, -19, 317, -297, 0, -107, -146, -253, -400, 175, 
224, -185, -409, -19, 317, -297, 0, -107, -146, -253, -400, 175, 
224, -185, -409, -19, 317, -297, 0, -107, -146, -244, -390, 175, 
224, -185, -409, -19, 317, -297, 0, -107, -146, -244, -390, 175, 
224, -185, -409, -19, 317, -297, 0, -107, -146, -244, -390, 175, 
224, -185, -409, -19, 317, -297, 0, -107, -146, -244, -390, 175, 
234, -185, -419, -24, 326, -302, -9, -107, -146, -234, -380, 185, 
234, -185, -419, -24, 326, -302, -9, -107, -146, -234, -380, 185, 
234, -185, -419, -24, 326, -302, -9, -107, -146, -234, -380, 185, 
234, -185, -419, -24, 326, -302, -9, -107, -146, -234, -380, 185, 
248, -175, -424, -36, 336, -300, -19, -97, -146, -234, -380, 195, 
253, -175, -429, -39, 341, -302, -19, -97, -146, -234, -380, 195, 
258, -175, -434, -41, 346, -305, -19, -97, -146, -234, -380, 195, 
263, -175, -439, -43, 351, -307, -19, -97, -146, -234, -380, 195, 
273, -165, -439, -53, 356, -302, -29, -87, -146, -224, -370, 204, 
273, -165, -439, -53, 356, -302, -29, -87, -146, -224, -370, 204, 
273, -165, -439, -53, 356, -302, -29, -87, -146, -224, -370, 204, 
273, -165, -439, -53, 356, -302, -29, -87, -146, -224, -370, 204, 
278, -161, -439, -58, 358, -300, -39, -87, -146, -219, -361, 209, 
283, -156, -439, -63, 361, -297, -39, -87, -146, -214, -361, 214, 
287, -151, -439, -68, 363, -295, -39, -87, -146, -209, -361, 219, 
292, -146, -439, -73, 366, -292, -39, -87, -146, -204, -361, 224, 
302, -136, -439, -82, 370, -287, -48, -78, -146, -200, -356, 239, 
312, -136, -448, -87, 380, -292, -48, -78, -146, -195, -351, 244, 
322, -136, -458, -92, 390, -297, -48, -78, -146, -190, -346, 248, 
331, -136, -468, -97, 400, -302, -48, -78, -146, -185, -341, 253, 
336, -126, -463, -104, 400, -295, -58, -68, -136, -175, -331, 263, 
341, -126, -468, -107, 405, -297, -58, -68, -136, -175, -331, 263, 
346, -126, -473, -109, 409, -300, -58, -68, -136, -175, -331, 263, 
351, -126, -478, -112, 414, -302, -58, -68, -136, -175, -331, 263, 
361, -126, -488, -117, 424, -307, -63, -68, -146, -165, -322, 268, 
361, -126, -488, -117, 424, -307, -68, -68, -146, -165, -322, 273, 
361, -126, -488, -117, 424, -307, -73, -68, -146, -165, -322, 278, 
361, -126, -488, -117, 424, -307, -78, -68, -146, -165, -322, 283, 
366, -117, -483, -124, 424, -300, -87, -68, -156, -156, -317, 297, 
370, -117, -488, -126, 429, -302, -97, -68, -156, -156, -312, 302, 
375, -117, -492, -129, 434, -305, -107, -68, -156, -156, -307, 307, 
380, -117, -497, -131, 439, -307, -117, -68, -156, -156, -302, 312, 
385, -102, -488, -141, 436, -295, -107, -68, -146, -146, -292, 317, 
390, -97, -488, -146, 439, -292, -107, -68, -146, -146, -292, 322, 
