I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
-78, -409, -331, 244, 126, -370, -9, -78, -263, -234, -87, -1483, 
-78, -409, -331, 244, 126, -370, -9, -78, -263, -234, -87, -1483, 
-78, -409, -331, 244, 126, -370, -9, -78, -263, -234, -87, -1483, 
-78, -409, -331, 244, 126, -370, -9, -78, -263, -234, -87, -1483, 
-87, -390, -302, 239, 107, -346, 4, -63, -224, -209, -68, -1473, 
-87, -370, -283, 229, 97, -326, 9, -48, -185, -195, -58, -1473, 
-87, -351, -263, 219, 87, -307, 14, -34, -146, -180, -48, -1473, 
-87, -331, -244, 209, 78, -287, 19, -19, -107, -165, -39, -1473, 
-82, -312, -229, 197, 73, -270, 24, -19, -82, -136, -24, -1464, 
-78, -302, -224, 190, 73, -263, 29, -19, -58, -117, -9, -1454, 
-73, -292, -219, 183, 73, -256, 34, -19, -34, -97, 4, -1444, 
-68, -283, -214, 175, 73, -248, 39, -19, -9, -78, 19, -1434, 
-68, -278, -209, 173, 70, -244, 29, -14, 4, -73, 34, -1420, 
-68, -273, -204, 170, 68, -239, 29, -9, 9, -68, 39, -1415, 
-68, -268, -200, 168, 65, -234, 29, -4, 14, -63, 43, -1410, 
-68, -263, -195, 165, 63, -229, 29, 0, 19, -58, 48, -1405, 
-78, -268, -190, 173, 56, -229, 43, 4, 34, -58, 39, -1415, 
-78, -273, -195, 175, 58, -234, 48, 9, 39, -58, 39, -1415, 
-78, -278, -200, 178, 61, -239, 53, 14, 43, -58, 39, -1415, 
-78, -283, -204, 180, 63, -244, 58, 19, 48, -58, 39, -1415, 
-87, -263, -175, 175, 43, -219, 39, 4, 34, -63, 34, -1420, 
-87, -244, -156, 165, 34, -200, 29, 0, 29, -68, 29, -1424, 
-87, -224, -136, 156, 24, -180, 19, -4, 24, -73, 24, -1429, 
-87, -204, -117, 146, 14, -161, 9, -9, 19, -78, 19, -1434, 
-97, -229, -131, 163, 17, -180, 14, 4, 34, -73, 34, -1420, 
