I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
234, -419, -653, 92, 444, -536, 19, 0, -97, 1551, -48, -390, 
234, -419, -653, 92, 444, -536, 19, 0, -97, 1551, -48, -390, 
234, -419, -653, 92, 444, -536, 19, 0, -97, 1551, -48, -390, 
234, -419, -653, 92, 444, -536, 19, 0, -97, 1551, -48, -390, 
224, -419, -644, 97, 434, -531, 19, 0, -97, 1551, -39, -390, 
224, -419, -644, 97, 434, -531, 19, 0, -97, 1551, -39, -390, 
224, -419, -644, 97, 434, -531, 19, 0, -97, 1551, -39, -390, 
224, -419, -644, 97, 434, -531, 19, 0, -97, 1551, -39, -390, 
224, -409, -634, 92, 429, -522, 19, -9, -97, 1542, -48, -400, 
224, -409, -634, 92, 429, -522, 19, -9, -97, 1542, -48, -400, 
224, -409, -634, 92, 429, -522, 19, -9, -97, 1542, -48, -400, 
224, -409, -634, 92, 429, -522, 19, -9, -97, 1542, -48, -400, 
234, -409, -644, 87, 439, -527, 9, -9, -87, 1532, -48, -400, 
234, -409, -644, 87, 439, -527, 9, -9, -87, 1532, -48, -400, 
234, -409, -644, 87, 439, -527, 9, -9, -87, 1532, -48, -400, 
234, -409, -644, 87, 439, -527, 9, -9, -87, 1532, -48, -400, 
234, -409, -644, 87, 439, -527, 19, -19, -87, 1542, -48, -400, 
234, -409, -644, 87, 439, -527, 19, -19, -87, 1542, -48, -400, 
234, -409, -644, 87, 439, -527, 19, -19, -87, 1542, -48, -400, 
234, -409, -644, 87, 439, -527, 19, -19, -87, 1542, -48, -400, 
234, -409, -644, 87, 439, -527, 9, -29, -97, 1537, -48, -409, 
234, -409, -644, 87, 439, -527, 9, -29, -97, 1532, -48, -409, 
234, -409, -644, 87, 439, -527, 9, -29, -97, 1527, -48, -409, 
234, -409, -644, 87, 439, -527, 9, -29, -97, 1522, -48, -409, 
229, -409, -639, 90, 434, -524, 19, -19, -87, 1532, -48, -400, 
224, -409, -634, 92, 429, -522, 19, -19, -87, 1532, -48, -400, 
219, -409, -629, 95, 424, -519, 19, -19, -87, 1532, -48, -400, 
214, -409, -624, 97, 419, -517, 19, -19, -87, 1532, -48, -400, 
224, -419, -644, 97, 434, -531, 9, -19, -97, 1522, -48, -400, 
224, -419, -644, 97, 434, -531, 9, -19, -97, 1522, -48, -400, 
224, -419, -644, 97, 434, -531, 9, -19, -97, 1522, -48, -400, 
224, -419, -644, 97, 434, -531, 9, -19, -97, 1522, -48, -400, 
224, -409, -634, 92, 429, -522, 9, -29, -102, 1522, -48, -409, 
224, -409, -634, 92, 429, -522, 9, -29, -107, 1522, -48, -409, 
224, -409, -634, 92, 429, -522, 9, -29, -112, 1522, -48, -409, 
224, -409, -634, 92, 429, -522, 9, -29, -117, 1522, -48, -409, 
214, -419, -634, 102, 424, -527, 9, -29, -126, 1522, -48, -400, 
214, -419, -634, 102, 424, -527, 9, -29, -126, 1522, -48, -400, 
214, -419, -634, 102, 424, -527, 9, -29, -126, 1522, -48, -400, 
214, -419, -634, 102, 424, -527, 9, -29, -126, 1522, -48, -400, 
224, -419, -644, 97, 434, -531, 9, -39, -136, 1512, -39, -400, 
224, -419, -644, 97, 434, -531, 9, -39, -136, 1512, -39, -400, 
224, -419, -644, 97, 434, -531, 9, -39, -136, 1512, -39, -400, 
224, -419, -644, 97, 434, -531, 9, -39, -136, 1512, -39, -400, 
214, -419, -634, 102, 424, -527, 9, -39, -146, 1512, -48, -409, 
214, -419, -634, 102, 424, -527, 9, -39, -146, 1512, -48, -409, 
214, -419, -634, 102, 424, -527, 9, -39, -146, 1512, -48, -409, 
214, -419, -634, 102, 424, -527, 9, -39, -146, 1512, -48, -409, 
214, -429, -644, 107, 429, -536, 9, -39, -146, 1512, -39, -400, 
214, -429, -644, 107, 429, -536, 9, -39, -146, 1512, -39, -400, 
214, -429, -644, 107, 429, -536, 9, -39, -146, 1512, -39, -400, 
214, -429, -644, 107, 429, -536, 9, -39, -146, 1512, -39, -400, 
214, -429, -644, 107, 429, -536, 19, -39, -156, 1503, -39, -400, 
214, -429, -644, 107, 429, -536, 19, -39, -156, 1503, -39, -400, 
214, -429, -644, 107, 429, -536, 19, -39, -156, 1503, -39, -400, 
214, -429, -644, 107, 429, -536, 19, -39, -156, 1503, -39, -400, 
214, -429, -644, 107, 429, -536, 9, -48, -165, 1503, -29, -409, 
214, -429, -644, 107, 429, -536, 9, -48, -165, 1503, -29, -409, 
214, -429, -644, 107, 429, -536, 9, -48, -165, 1503, -29, -409, 
214, -429, -644, 107, 429, -536, 9, -48, -165, 1503, -29, -409, 
214, -429, -644, 107, 429, -536, 19, -48, -175, 1503, -29, -400, 
214, -429, -644, 107, 429, -536, 19, -48, -175, 1503, -29, -400, 
214, -429, -644, 107, 429, -536, 19, -48, -175, 1503, -29, -400, 
214, -429, -644, 107, 429, -536, 19, -48, -175, 1503, -29, -400, 
204, -419, -624, 107, 414, -522, 19, -58, -175, 1503, -29, -400, 
204, -419, -624, 107, 414, -522, 19, -58, -175, 1503, -29, -400, 
204, -419, -624, 107, 414, -522, 19, -58, -175, 1503, -29, -400, 
204, -419, -624, 107, 414, -522, 19, -58, -175, 1503, -29, -400, 
204, -419, -624, 107, 414, -522, 9, -58, -175, 1493, -19, -400, 
204, -419, -624, 107, 414, -522, 9, -58, -175, 1493, -19, -400, 
204, -419, -624, 107, 414, -522, 9, -58, -175, 1493, -19, -400, 
204, -419, -624, 107, 414, -522, 9, -58, -175, 1493, -19, -400, 
