I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
439, 263, -175, -351, 307, 43, 117, 0, 39, 48, 58, 58, 
439, 263, -175, -351, 307, 43, 117, 0, 39, 48, 58, 58, 
439, 263, -175, -351, 307, 43, 117, 0, 39, 48, 58, 58, 
439, 263, -175, -351, 307, 43, 117, 0, 39, 48, 58, 58, 
439, 253, -185, -346, 312, 34, 126, 9, 29, 48, 58, 58, 
439, 253, -185, -346, 312, 34, 126, 9, 29, 48, 58, 58, 
439, 253, -185, -346, 312, 34, 126, 9, 29, 48, 58, 58, 
439, 253, -185, -346, 312, 34, 126, 9, 29, 48, 58, 58, 
434, 263, -170, -348, 302, 46, 126, 9, 39, 48, 58, 68, 
429, 263, -165, -346, 297, 48, 126, 9, 39, 48, 58, 68, 
424, 263, -161, -344, 292, 51, 126, 9, 39, 48, 58, 68, 
419, 263, -156, -341, 287, 53, 126, 9, 39, 48, 58, 68, 
429, 253, -175, -341, 302, 39, 126, 9, 29, 48, 48, 58, 
429, 253, -175, -341, 302, 39, 126, 9, 29, 48, 48, 58, 
429, 253, -175, -341, 302, 39, 126, 9, 29, 48, 48, 58, 
429, 253, -175, -341, 302, 39, 126, 9, 29, 48, 48, 58, 
429, 253, -175, -341, 302, 39, 126, 9, 29, 39, 58, 68, 
429, 253, -175, -341, 302, 39, 126, 9, 29, 39, 58, 68, 
429, 253, -175, -341, 302, 39, 126, 9, 29, 39, 58, 68, 
429, 253, -175, -341, 302, 39, 126, 9, 29, 39, 58, 68, 
419, 253, -165, -336, 292, 43, 126, 9, 29, 39, 58, 68, 
419, 253, -165, -336, 292, 43, 126, 9, 29, 39, 58, 68, 
419, 253, -165, -336, 292, 43, 126, 9, 29, 39, 58, 68, 
419, 253, -165, -336, 292, 43, 126, 9, 29, 39, 58, 68, 
419, 253, -165, -336, 292, 43, 126, 9, 29, 48, 58, 68, 
419, 253, -165, -336, 292, 43, 126, 9, 29, 48, 58, 68, 
419, 253, -165, -336, 292, 43, 126, 9, 29, 48, 58, 68, 
419, 253, -165, -336, 292, 43, 126, 9, 29, 48, 58, 68, 
419, 263, -156, -341, 287, 53, 126, 9, 29, 48, 58, 68, 
419, 263, -156, -341, 287, 53, 126, 9, 29, 48, 58, 68, 
419, 263, -156, -341, 287, 53, 126, 9, 29, 48, 58, 68, 
419, 263, -156, -341, 287, 53, 126, 9, 29, 48, 58, 68, 
409, 253, -156, -331, 283, 48, 126, 9, 29, 48, 58, 68, 
409, 253, -156, -331, 283, 48, 126, 9, 29, 48, 58, 68, 
409, 253, -156, -331, 283, 48, 126, 9, 29, 48, 58, 68, 
409, 253, -156, -331, 283, 48, 126, 9, 29, 48, 58, 68, 
409, 263, -146, -336, 278, 58, 126, 9, 29, 48, 58, 68, 
409, 263, -146, -336, 278, 58, 126, 9, 29, 48, 58, 68, 
409, 263, -146, -336, 278, 58, 126, 9, 29, 48, 58, 68, 
409, 263, -146, -336, 278, 58, 126, 9, 29, 48, 58, 68, 
409, 253, -156, -331, 283, 48, 126, 9, 29, 48, 58, 58, 
409, 253, -156, -331, 283, 48, 126, 9, 29, 48, 58, 58, 
409, 253, -156, -331, 283, 48, 126, 9, 29, 48, 58, 58, 
409, 253, -156, -331, 283, 48, 126, 9, 29, 48, 58, 58, 
400, 263, -136, -331, 268, 63, 126, 0, 29, 48, 58, 68, 
400, 263, -136, -331, 268, 63, 126, 0, 29, 48, 58, 68, 
400, 263, -136, -331, 268, 63, 126, 0, 29, 48, 58, 68, 
400, 263, -136, -331, 268, 63, 126, 0, 29, 48, 58, 68, 
409, 273, -136, -341, 273, 68, 126, 0, 29, 48, 58, 68, 
409, 273, -136, -341, 273, 68, 126, 0, 29, 48, 58, 68, 
409, 273, -136, -341, 273, 68, 126, 0, 29, 48, 58, 68, 
409, 273, -136, -341, 273, 68, 126, 0, 29, 48, 58, 68, 
405, 263, -141, -334, 273, 61, 126, 0, 29, 48, 68, 58, 
400, 263, -136, -331, 268, 63, 126, 0, 29, 48, 68, 58, 
395, 263, -131, -329, 263, 65, 126, 0, 29, 48, 68, 58, 
390, 263, -126, -326, 258, 68, 126, 0, 29, 48, 68, 58, 
390, 263, -126, -326, 258, 68, 126, 0, 19, 48, 68, 68, 
390, 263, -126, -326, 258, 68, 126, 0, 19, 48, 68, 68, 
390, 263, -126, -326, 258, 68, 126, 0, 19, 48, 68, 68, 
390, 263, -126, -326, 258, 68, 126, 0, 19, 48, 68, 68, 
385, 273, -112, -329, 248, 80, 126, 9, 24, 58, 78, 78, 
380, 273, -107, -326, 244, 82, 126, 9, 29, 58, 78, 78, 
375, 273, -102, -324, 239, 85, 126, 9, 34, 58, 78, 78, 
370, 273, -97, -322, 234, 87, 126, 9, 39, 58, 78, 78, 
361, 283, -78, -322, 219, 102, 126, 9, 39, 68, 87, 87, 
361, 283, -78, -322, 219, 102, 126, 9, 39, 68, 87, 87, 
361, 283, -78, -322, 219, 102, 126, 9, 39, 68, 87, 87, 
361, 283, -78, -322, 219, 102, 126, 9, 39, 68, 87, 87, 
351, 283, -68, -317, 209, 107, 126, 9, 39, 78, 87, 97, 
351, 283, -68, -317, 209, 107, 126, 9, 39, 78, 87, 97, 
351, 283, -68, -317, 209, 107, 126, 9, 39, 78, 87, 97, 
351, 283, -68, -317, 209, 107, 126, 9, 39, 78, 87, 97, 
351, 297, -53, -324, 202, 122, 126, 9, 48, 87, 92, 107, 
351, 302, -48, -326, 200, 126, 126, 9, 48, 87, 97, 107, 
351, 307, -43, -329, 197, 131, 126, 9, 48, 87, 102, 107, 
351, 312, -39, -331, 195, 136, 126, 9, 48, 87, 107, 107, 
341, 322, -19, -331, 180, 151, 117, 9, 48, 87, 117, 117, 
341, 322, -19, -331, 180, 151, 117, 9, 48, 87, 117, 117, 
341, 322, -19, -331, 180, 151, 117, 9, 48, 87, 117, 117, 
341, 322, -19, -331, 180, 151, 117, 9, 48, 87, 117, 117, 
346, 326, -19, -336, 183, 153, 112, 0, 48, 97, 117, 117, 
351, 331, -19, -341, 185, 156, 107, 0, 48, 97, 117, 117, 
356, 336, -19, -346, 187, 158, 102, 0, 48, 97, 117, 117, 
361, 341, -19, -351, 190, 161, 97, 0, 48, 97, 117, 117, 
