I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
14, 117, 102, -65, -43, 109, 73, 326, 283, 297, 292, 263, 
19, 117, 97, -68, -39, 107, 73, 331, 278, 297, 292, 292, 
19, 107, 87, -63, -34, 97, 82, 331, 278, 307, 307, 292, 
19, 107, 87, -63, -34, 97, 82, 331, 273, 287, 292, 283, 
34, 92, 58, -63, -12, 75, 78, 287, 244, 263, 253, 248, 
39, 87, 48, -63, -4, 68, 58, 263, 224, 229, 209, 209, 
39, 78, 39, -58, 0, 58, 53, 244, 204, 204, 195, 200, 
43, 73, 29, -58, 7, 51, 63, 234, 190, 195, 204, 185, 
24, 73, 48, -48, -12, 61, 78, 219, 170, 185, 180, 165, 
4, 78, 73, -41, -34, 75, 87, 209, 161, 170, 170, 165, 
-14, 78, 92, -31, -53, 85, 58, 185, 141, 161, 161, 131, 
-14, 78, 92, -31, -53, 85, 58, 165, 131, 156, 151, 141, 
-24, 82, 107, -29, -65, 95, 68, 156, 117, 141, 136, 141, 
-19, 82, 102, -31, -61, 92, 68, 141, 97, 122, 112, 117, 
-19, 87, 107, -34, -63, 97, 58, 122, 73, 82, 78, 107, 
-19, 102, 122, -41, -70, 112, 48, 97, 43, 53, 53, 68, 
-24, 82, 107, -29, -65, 95, 43, 78, 39, 43, 53, 58, 
-34, 63, 97, -14, -65, 80, 63, 78, 48, 53, 53, 63, 
-39, 53, 92, -7, -65, 73, 73, 68, 43, 48, 43, 39, 
-48, 43, 92, 2, -70, 68, 78, 58, 39, 48, 34, 43, 
-68, 48, 117, 9, -92, 82, 58, 29, 19, 24, 34, 24, 
-68, 48, 117, 9, -92, 82, 48, 24, 19, 29, 39, 48, 
-78, 29, 107, 24, -92, 68, 63, 19, 14, 29, 43, 73, 
-92, 29, 122, 31, -107, 75, 73, 14, 14, 34, 58, 73, 
-78, 9, 87, 34, -82, 48, 34, -9, -9, 9, 4, 48, 
-73, 19, 92, 26, -82, 56, 9, -39, -29, -24, -19, -4, 
-68, 19, 87, 24, -78, 53, -4, -68, -43, -48, -34, -19, 
-63, 4, 68, 29, -65, 36, -4, -68, -53, -43, -34, 0, 
-82, 14, 97, 34, -90, 56, -14, -68, -53, -34, -34, -24, 
-87, 19, 107, 34, -97, 63, -14, -58, -53, -34, -29, -9, 
-92, 34, 126, 29, -109, 80, -34, -82, -73, -58, -39, -53, 
-97, 24, 122, 36, -109, 73, -24, -82, -73, -48, -34, -43, 
-97, 19, 117, 39, -107, 68, -14, -87, -78, -58, -29, -34, 
-92, 9, 102, 41, -97, 56, -19, -78, -82, -63, -29, -34, 
-92, 9, 102, 41, -97, 56, -24, -102, -87, -78, -68, -34, 
-87, 29, 117, 29, -102, 73, -43, -112, -102, -92, -82, -53, 
-82, 9, 92, 36, -87, 51, -43, -122, -102, -102, -87, -68, 
-97, -9, 87, 53, -92, 39, -14, -102, -92, -73, -63, -53, 
-102, -19, 82, 61, -92, 31, -24, -102, -92, -82, -82, -58, 
-107, -24, 82, 65, -95, 29, -24, -102, -97, -82, -73, -63, 
-102, -9, 92, 56, -97, 41, -29, -107, -97, -92, -87, -58, 
-102, -4, 97, 53, -100, 46, -24, -97, -78, -68, -53, -43, 
-107, -4, 102, 56, -104, 48, -14, -82, -63, -43, -34, -14, 
-107, -9, 97, 58, -102, 43, -9, -73, -53, -29, -19, 0, 
-87, -9, 78, 48, -82, 34, -19, -78, -73, -43, -43, -4, 
-73, 4, 78, 34, -75, 41, -29, -92, -78, -73, -63, -43, 
-63, -24, 39, 43, -51, 7, -34, -97, -82, -82, -73, -48, 
-53, -43, 9, 48, -31, -17, -29, -87, -78, -58, -58, -24, 
-68, -34, 34, 51, -51, 0, -39, -97, -78, -73, -58, -43, 
-82, -9, 73, 46, -78, 31, -39, -97, -82, -73, -58, -43, 
-92, 9, 102, 41, -97, 56, -43, -126, -97, -87, -82, -92, 
-92, 34, 126, 29, -109, 80, -48, -117, -97, -87, -68, -92, 
-87, 9, 97, 39, -92, 53, -48, -112, -87, -82, -58, -53, 
-82, 0, 82, 41, -82, 41, -43, -112, -92, -82, -63, -48, 
-78, 0, 78, 39, -78, 39, -43, -112, -102, -92, -87, -43, 
-68, 14, 82, 26, -75, 48, -53, -122, -107, -102, -97, -63, 
-78, 9, 87, 34, -82, 48, -39, -117, -92, -102, -97, -73, 
-87, 0, 87, 43, -87, 43, -34, -87, -73, -68, -68, -53, 
-87, -14, 73, 51, -80, 29, -29, -92, -82, -68, -68, -63, 
-87, -4, 82, 46, -85, 39, -14, -92, -82, -68, -68, -73, 
-87, 24, 112, 31, -100, 68, -24, -97, -82, -68, -82, -73, 
-78, 24, 102, 26, -90, 63, -14, -73, -63, -48, -43, -29, 
-78, 14, 92, 31, -85, 53, 9, -53, -39, -24, -9, 4, 
-78, 9, 87, 34, -82, 48, 19, -14, -29, -4, 19, 24, 
-4, 87, 92, -41, -48, 90, -48, -112, -117, -107, -102, -82, 
4, 4, 0, -4, 2, 2, -19, -53, -58, -53, -53, -9, 
-34, -73, -39, 53, 2, -56, 34, -4, -14, -4, -4, 48, 
-63, -53, 9, 58, -36, -21, 39, 4, -14, -9, -24, 4, 
-63, 39, 102, 12, -82, 70, 0, -24, -53, -63, -73, -122, 
-63, 73, 136, -4, -100, 104, 4, 14, -9, -53, -48, -141, 
-63, 43, 107, 9, -85, 75, 82, 151, 117, 82, 78, 4, 
-53, 4, 58, 24, -56, 31, 185, 317, 234, 214, 200, 161, 
-53, 14, 68, 19, -61, 41, 214, 395, 248, 219, 180, 175, 
-14, 82, 97, -34, -56, 90, 175, 385, 209, 170, 122, 97, 
68, 131, 63, -100, 2, 97, 161, 414, 283, 244, 190, 146, 
117, 97, -19, -107, 68, 39, 200, 502, 483, 444, 380, 346, 
117, 73, -43, -95, 80, 14, 219, 551, 653, 639, 575, 546, 
141, 136, -4, -139, 73, 65, 170, 517, 741, 766, 717, 668, 
224, 283, 58, -253, 82, 170, 73, 478, 800, 858, 844, 732, 
322, 375, 53, -348, 134, 214, -9, 512, 922, 1024, 1039, 893, 
400, 385, -14, -392, 207, 185, -19, 590, 1102, 1259, 1302, 1190, 
434, 375, -58, -405, 246, 158, -24, 595, 1205, 1429, 1512, 1459, 
429, 448, 19, -439, 204, 234, -78, 429, 1161, 1429, 1532, 1522, 
419, 585, 165, -502, 126, 375, -185, 117, 980, 1259, 1385, 1395, 
405, 649, 244, -527, 80, 446, -263, -209, 761, 1029, 1185, 1234, 
346, 541, 195, -444, 75, 368, -268, -463, 527, 766, 946, 1068, 
214, 366, 151, -290, 31, 258, -268, -727, 234, 458, 639, 814, 
63, 292, 229, -178, -82, 261, -336, -1093, -175, 43, 244, 434, 
-68, 331, 400, -131, -234, 366, -458, -1493, -605, -405, -161, 14, 
-161, 336, 497, -87, -329, 417, -531, -1712, -868, -663, -400, -229, 
-204, 258, 463, -26, -334, 361, -527, -1678, -912, -683, -419, -219, 
-219, 165, 385, 26, -302, 275, -492, -1507, -844, -619, -366, -151, 
-219, 170, 390, 24, -305, 280, -492, -1337, -766, -570, -361, -136, 
-161, 287, 448, -63, -305, 368, -531, -1180, -678, -517, -346, -156, 
-48, 326, 375, -139, -212, 351, -522, -966, -541, -405, -268, -107, 
0, 219, 219, -109, -109, 219, -439, -736, -380, -268, -161, 4, 
-14, 122, 136, -53, -75, 129, -317, -527, -244, -141, -58, 107, 
-34, 117, 151, -41, -92, 134, -239, -385, -170, -82, -14, 92, 
-43, 175, 219, -65, -131, 197, -214, -336, -170, -117, -58, -29, 
-53, 170, 224, -58, -139, 197, -190, -283, -146, -112, -63, -78, 
-53, 107, 161, -26, -107, 134, -122, -170, -58, -24, 29, 24, 
-63, 39, 102, 12, -82, 70, -34, -63, 19, 58, 97, 131, 
-102, 14, 117, 43, -109, 65, -19, -53, -4, 24, 48, 92, 
-82, 0, 82, 41, -82, 41, -4, -34, -19, 9, 29, 73, 
-68, -9, 58, 39, -63, 24, -9, -29, -24, -14, -4, 48, 
-48, 0, 48, 24, -48, 24, -24, -24, -39, -43, -39, -4, 
-34, 0, 34, 17, -34, 17, -39, -29, -63, -58, -58, -24, 
-48, -14, 34, 31, -41, 9, -24, -19, -43, -39, -39, -14, 
-53, -24, 29, 39, -41, 2, -29, -19, -53, -53, -48, -39, 
-58, -24, 34, 41, -46, 4, -29, -24, -63, -53, -48, -48, 
-63, -14, 48, 39, -56, 17, -34, -29, -63, -63, -58, -87, 
-68, -14, 53, 41, -61, 19, -19, -19, -58, -63, -58, -53, 
-82, -34, 48, 58, -65, 7, -4, 0, -48, -43, -29, -29, 
-97, -43, 53, 70, -75, 4, 0, 0, -48, -43, -29, -19, 
-92, -34, 58, 63, -75, 12, 4, 0, -48, -48, -43, 0, 
-78, -39, 39, 58, -58, 0, 0, 0, -68, -68, -58, -43, 
-68, -63, 4, 65, -36, -29, -4, 9, -48, -63, -58, -34, 
-58, -82, -24, 70, -17, -53, 14, 43, -14, -14, -24, 0, 
-48, -97, -48, 73, 0, -73, 29, 53, -24, -29, -24, -9, 
-58, -78, -19, 68, -19, -48, 24, 53, -19, -19, -9, -19, 
-68, -58, 9, 63, -39, -24, 24, 39, -24, -39, -29, -48, 
-78, -48, 29, 63, -53, -9, 34, 48, -24, -19, -9, -34, 
-87, -48, 39, 68, -63, -4, 43, 68, 9, -4, 14, -4, 
-73, -58, 14, 65, -43, -21, 43, 63, -19, -19, -9, -24, 
-68, -58, 9, 63, -39, -24, 34, 48, -34, -34, -39, -24, 
-48, -24, 24, 36, -36, 0, 29, 43, -58, -63, -73, -48, 
-43, -24, 19, 34, -31, -2, 29, 39, -73, -87, -87, -48, 
-48, -34, 14, 41, -31, -9, 53, 82, -24, -43, -29, -29, 
-48, -34, 14, 41, -31, -9, 58, 82, -29, -39, -39, -39, 
-48, -34, 14, 41, -31, -9, 58, 82, -24, -34, -39, -39, 
-53, -19, 34, 36, -43, 7, 43, 68, -34, -48, -39, -73, 
-63, -9, 53, 36, -58, 21, 68, 92, -34, -43, -29, -63, 
-63, -29, 34, 46, -48, 2, 92, 107, -9, -24, -19, -34, 
-63, -29, 34, 46, -48, 2, 97, 117, -9, 0, 4, -19, 
-73, -19, 53, 46, -63, 17, 97, 117, -9, 4, -19, 4, 
-48, -29, 19, 39, -34, -4, 97, 126, -4, -14, -24, -24, 
-34, -29, 4, 31, -19, -12, 87, 131, 0, -14, -24, -9, 
-24, -73, -48, 48, 12, -61, 112, 161, 29, 24, 14, 29, 
-19, -87, -68, 53, 24, -78, 117, 165, 39, 24, 14, 34, 
-34, -73, -39, 53, 2, -56, 117, 190, 53, 43, 34, 43, 
-39, -39, 0, 39, -19, -19, 107, 175, 53, 34, 34, 9, 
-43, -24, 19, 34, -31, -2, 117, 180, 58, 58, 43, 19, 
-48, -34, 14, 41, -31, -9, 131, 204, 82, 73, 63, 34, 
-34, -19, 14, 26, -24, -2, 122, 214, 63, 73, 63, 39, 
-24, -14, 9, 19, -17, -2, 112, 200, 53, 43, 14, 43, 
-9, 9, 19, 0, -14, 14, 97, 185, 48, 19, 0, 0, 
-4, 14, 19, -4, -12, 17, 78, 161, 39, 4, -4, 4, 
-14, 4, 19, 4, -17, 12, 102, 200, 87, 58, 43, 29, 
-14, 4, 19, 4, -17, 12, 102, 214, 97, 68, 58, 34, 
-14, 9, 24, 2, -19, 17, 102, 234, 102, 87, 78, 43, 
-9, 24, 34, -7, -21, 29, 78, 219, 97, 73, 58, 9, 
-24, 48, 73, -12, -48, 61, 87, 209, 92, 82, 58, 34, 
-34, 34, 68, 0, -51, 51, 92, 224, 97, 92, 68, 53, 
-39, 34, 73, 2, -56, 53, 107, 258, 122, 107, 87, 58, 
-43, 39, 82, 2, -63, 61, 87, 248, 107, 107, 68, 78, 
-19, 53, 73, -17, -46, 63, 68, 229, 112, 97, 68, 48, 
-9, 24, 34, -7, -21, 29, 68, 244, 122, 107, 78, 58, 
-4, 0, 4, 2, -4, 2, 82, 278, 146, 146, 117, 107, 
0, -19, -19, 9, 9, -19, 82, 278, 170, 151, 122, 131, 
-9, -14, -4, 12, -2, -9, 82, 287, 185, 180, 131, 131, 
