I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
-146, -58, 87, 102, -117, 14, 87, 244, 29, 244, 97, 195, 
-146, -58, 87, 102, -117, 14, 87, 244, 29, 244, 97, 195, 
-146, -58, 87, 102, -117, 14, 87, 244, 29, 244, 97, 195, 
-146, -58, 87, 102, -117, 14, 87, 244, 29, 244, 97, 195, 
-136, -68, 68, 102, -102, 0, 87, 229, 29, 244, 87, 195, 
-136, -68, 68, 102, -102, 0, 87, 224, 29, 244, 87, 195, 
-136, -68, 68, 102, -102, 0, 87, 219, 29, 244, 87, 195, 
-136, -68, 68, 102, -102, 0, 87, 214, 29, 244, 87, 195, 
-136, -58, 78, 97, -107, 9, 78, 204, 19, 234, 87, 185, 
-136, -58, 78, 97, -107, 9, 78, 195, 19, 234, 87, 185, 
-136, -58, 78, 97, -107, 9, 78, 185, 19, 234, 87, 185, 
-136, -58, 78, 97, -107, 9, 78, 175, 19, 234, 87, 185, 
-146, -58, 87, 102, -117, 14, 68, 156, 19, 244, 87, 195, 
-146, -58, 87, 102, -117, 14, 68, 146, 19, 244, 87, 195, 
-146, -58, 87, 102, -117, 14, 68, 136, 19, 244, 87, 195, 
-146, -58, 87, 102, -117, 14, 68, 126, 19, 244, 87, 195, 
-146, -58, 87, 102, -117, 14, 58, 112, 19, 244, 97, 195, 
-146, -58, 87, 102, -117, 14, 58, 97, 19, 244, 97, 195, 
-146, -58, 87, 102, -117, 14, 58, 82, 19, 244, 97, 195, 
-146, -58, 87, 102, -117, 14, 58, 68, 19, 244, 97, 195, 
-156, -58, 97, 107, -126, 19, 53, 53, 9, 234, 87, 195, 
-156, -58, 97, 107, -126, 19, 48, 39, 9, 234, 87, 195, 
-156, -58, 97, 107, -126, 19, 43, 24, 9, 234, 87, 195, 
-156, -58, 97, 107, -126, 19, 39, 9, 9, 234, 87, 195, 
-156, -68, 87, 112, -122, 9, 34, -9, 9, 234, 87, 195, 
-156, -68, 87, 112, -122, 9, 29, -19, 9, 234, 87, 195, 
-156, -68, 87, 112, -122, 9, 24, -29, 9, 234, 87, 195, 
-156, -68, 87, 112, -122, 9, 19, -39, 9, 234, 87, 195, 
-146, -58, 87, 102, -117, 14, 9, -53, 0, 234, 87, 204, 
-146, -58, 87, 102, -117, 14, 9, -58, 0, 234, 87, 204, 
-146, -58, 87, 102, -117, 14, 9, -63, 0, 234, 87, 204, 
-146, -58, 87, 102, -117, 14, 9, -68, 0, 234, 87, 204, 
-161, -63, 97, 112, -129, 17, 9, -82, 0, 224, 87, 195, 
-165, -68, 97, 117, -131, 14, 9, -87, 0, 224, 87, 195, 
-170, -73, 97, 122, -134, 12, 9, -92, 0, 224, 87, 195, 
-175, -78, 97, 126, -136, 9, 9, -97, 0, 224, 87, 195, 
-175, -78, 97, 126, -136, 9, 0, -107, -9, 224, 78, 195, 
-175, -78, 97, 126, -136, 9, 0, -107, -9, 224, 78, 195, 
-175, -78, 97, 126, -136, 9, 0, -107, -9, 224, 78, 195, 
-175, -78, 97, 126, -136, 9, 0, -107, -9, 224, 78, 195, 
-185, -78, 107, 131, -146, 14, 0, -117, -9, 224, 78, 185, 
