I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
-331, -556, -224, 444, -53, -390, 58, -195, -204, -156, 97, -39, 
-331, -556, -224, 444, -53, -390, 58, -195, -204, -156, 97, -39, 
-331, -556, -224, 444, -53, -390, 58, -195, -204, -156, 97, -39, 
-331, -556, -224, 444, -53, -390, 58, -195, -204, -156, 97, -39, 
-341, -566, -224, 453, -58, -395, 68, -195, -195, -146, 97, -39, 
-351, -566, -214, 458, -68, -390, 68, -195, -195, -146, 97, -39, 
-361, -566, -204, 463, -78, -385, 68, -195, -195, -146, 97, -39, 
-370, -566, -195, 468, -87, -380, 68, -195, -195, -146, 97, -39, 
-351, -561, -209, 456, -70, -385, 68, -204, -204, -146, 97, -39, 
-341, -556, -214, 448, -63, -385, 68, -204, -204, -146, 97, -39, 
-331, -551, -219, 441, -56, -385, 68, -204, -204, -146, 97, -39, 
-322, -546, -224, 434, -48, -385, 68, -204, -204, -146, 97, -39, 
-346, -551, -204, 448, -70, -378, 58, -204, -195, -156, 97, -39, 
-361, -556, -195, 458, -82, -375, 58, -204, -195, -156, 97, -39, 
-375, -561, -185, 468, -95, -373, 58, -204, -195, -156, 97, -39, 
-390, -566, -175, 478, -107, -370, 58, -204, -195, -156, 97, -39, 
-380, -556, -175, 468, -102, -366, 68, -195, -195, -151, 107, -39, 
-380, -556, -175, 468, -102, -366, 68, -195, -195, -146, 107, -39, 
-380, -556, -175, 468, -102, -366, 68, -195, -195, -141, 107, -39, 
-380, -556, -175, 468, -102, -366, 68, -195, -195, -136, 107, -39, 
-366, -551, -185, 458, -90, -368, 58, -200, -195, -146, 107, -48, 
-361, -546, -185, 453, -87, -366, 58, -204, -195, -146, 107, -48, 
-356, -541, -185, 448, -85, -363, 58, -209, -195, -146, 107, -48, 
-351, -536, -185, 444, -82, -361, 58, -214, -195, -146, 107, -48, 
-356, -541, -185, 448, -85, -363, 58, -204, -195, -146, 97, -39, 
-361, -546, -185, 453, -87, -366, 58, -204, -195, -146, 97, -39, 
-366, -551, -185, 458, -90, -368, 58, -204, -195, -146, 97, -39, 
-370, -556, -185, 463, -92, -370, 58, -204, -195, -146, 97, -39, 
-366, -551, -185, 458, -90, -368, 68, -204, -195, -136, 97, -48, 
-361, -546, -185, 453, -87, -366, 68, -204, -195, -136, 97, -48, 
-356, -541, -185, 448, -85, -363, 68, -204, -195, -136, 97, -48, 
-351, -536, -185, 444, -82, -361, 68, -204, -195, -136, 97, -48, 
-341, -536, -195, 439, -73, -366, 63, -214, -195, -146, 87, -58, 
-341, -536, -195, 439, -73, -366, 58, -214, -195, -146, 87, -58, 
-341, -536, -195, 439, -73, -366, 53, -214, -195, -146, 87, -58, 
-341, -536, -195, 439, -73, -366, 48, -214, -195, -146, 87, -58, 
-356, -536, -180, 446, -87, -358, 53, -209, -185, -146, 97, -48, 
-361, -536, -175, 448, -92, -356, 58, -204, -185, -146, 97, -48, 
-366, -536, -170, 451, -97, -353, 63, -200, -185, -146, 97, -48, 
-370, -536, -165, 453, -102, -351, 68, -195, -185, -146, 97, -48, 
-370, -541, -170, 456, -100, -356, 58, -204, -195, -146, 87, -58, 
-370, -546, -175, 458, -97, -361, 58, -204, -195, -146, 87, -58, 
-370, -551, -180, 461, -95, -366, 58, -204, -195, -146, 87, -58, 
-370, -556, -185, 463, -92, -370, 58, -204, -195, -146, 87, -58, 
-370, -546, -175, 458, -97, -361, 58, -204, -195, -146, 97, -48, 
-370, -546, -175, 458, -97, -361, 58, -204, -195, -146, 97, -48, 
-370, -546, -175, 458, -97, -361, 58, -204, -195, -146, 97, -48, 
-370, -546, -175, 458, -97, -361, 58, -204, -195, -146, 97, -48, 
-356, -536, -180, 446, -87, -358, 58, -204, -195, -146, 97, -48, 
-351, -536, -185, 444, -82, -361, 58, -204, -195, -146, 97, -48, 
-346, -536, -190, 441, -78, -363, 58, -204, -195, -146, 97, -48, 
-341, -536, -195, 439, -73, -366, 58, -204, -195, -146, 97, -48, 
-346, -541, -195, 444, -75, -368, 48, -214, -204, -156, 87, -53, 
