I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
39, 156, 117, -97, -39, 136, -19, -1073, 126, 146, 156, 107, 
39, 156, 117, -97, -39, 136, -19, -1073, 126, 146, 156, 107, 
39, 156, 117, -97, -39, 136, -19, -1073, 126, 146, 156, 107, 
39, 156, 117, -97, -39, 136, -19, -1073, 126, 146, 156, 107, 
48, 165, 117, -107, -34, 141, -29, -1073, 126, 136, 146, 107, 
48, 165, 117, -107, -34, 141, -29, -1073, 126, 136, 146, 107, 
48, 165, 117, -107, -34, 141, -29, -1073, 126, 136, 146, 107, 
48, 165, 117, -107, -34, 141, -29, -1073, 126, 136, 146, 107, 
48, 156, 107, -102, -29, 131, -29, -1073, 126, 146, 156, 97, 
48, 156, 107, -102, -29, 131, -29, -1073, 126, 146, 156, 97, 
48, 156, 107, -102, -29, 131, -29, -1073, 126, 146, 156, 97, 
48, 156, 107, -102, -29, 131, -29, -1073, 126, 146, 156, 97, 
48, 165, 117, -107, -34, 141, -29, -1073, 126, 136, 156, 97, 
48, 165, 117, -107, -34, 141, -29, -1073, 126, 136, 156, 97, 
48, 165, 117, -107, -34, 141, -29, -1073, 126, 136, 156, 97, 
48, 165, 117, -107, -34, 141, -29, -1073, 126, 136, 156, 97, 
39, 156, 117, -97, -39, 136, -19, -1073, 126, 146, 146, 97, 
39, 156, 117, -97, -39, 136, -19, -1073, 126, 146, 146, 97, 
39, 156, 117, -97, -39, 136, -19, -1073, 126, 146, 146, 97, 
39, 156, 117, -97, -39, 136, -19, -1073, 126, 146, 146, 97, 
39, 146, 107, -92, -34, 126, -29, -1073, 126, 136, 146, 97, 
39, 146, 107, -92, -34, 126, -29, -1073, 126, 136, 146, 97, 
39, 146, 107, -92, -34, 126, -29, -1073, 126, 136, 146, 97, 
39, 146, 107, -92, -34, 126, -29, -1073, 126, 136, 146, 97, 
39, 146, 107, -92, -34, 126, -29, -1073, 117, 146, 136, 87, 
39, 146, 107, -92, -34, 126, -29, -1073, 117, 146, 136, 87, 
39, 146, 107, -92, -34, 126, -29, -1073, 117, 146, 136, 87, 
39, 146, 107, -92, -34, 126, -29, -1073, 117, 146, 136, 87, 
39, 156, 117, -97, -39, 136, -29, -1073, 117, 136, 126, 97, 
39, 156, 117, -97, -39, 136, -29, -1073, 117, 136, 126, 97, 
39, 156, 117, -97, -39, 136, -29, -1073, 117, 136, 126, 97, 
39, 156, 117, -97, -39, 136, -29, -1073, 117, 136, 126, 97, 
39, 146, 107, -92, -34, 126, -19, -1063, 126, 136, 136, 87, 
39, 146, 107, -92, -34, 126, -19, -1063, 126, 136, 136, 87, 
39, 146, 107, -92, -34, 126, -19, -1063, 126, 136, 136, 87, 
39, 146, 107, -92, -34, 126, -19, -1063, 126, 136, 136, 87, 
48, 156, 107, -102, -29, 131, -29, -1073, 117, 136, 136, 97, 
