I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
29, -165, -195, 68, 112, -180, 185, 146, 229, 200, 58, -29, 
14, -185, -200, 85, 107, -192, 175, 117, 214, 180, 39, -39, 
-4, -204, -200, 104, 97, -202, 165, 112, 214, 165, 39, -24, 
-39, -224, -185, 131, 73, -204, 165, 112, 209, 165, 24, 4, 
-48, -239, -190, 143, 70, -214, 151, 102, 195, 151, 9, -4, 
-82, -287, -204, 185, 61, -246, 141, 102, 195, 161, 24, -4, 
-87, -297, -209, 192, 61, -253, 136, 92, 175, 151, 9, -14, 
-78, -312, -234, 195, 78, -273, 136, 92, 156, 146, 14, -14, 
-97, -341, -244, 219, 73, -292, 136, 92, 151, 136, 14, -14, 
-82, -331, -248, 207, 82, -290, 131, 112, 131, 131, 0, -14, 
-68, -326, -258, 197, 95, -292, 141, 126, 122, 136, 9, 0, 
-78, -331, -253, 204, 87, -292, 126, 131, 107, 122, 9, 0, 
-97, -326, -229, 212, 65, -278, 112, 136, 126, 131, 19, 4, 
-117, -361, -244, 239, 63, -302, 107, 146, 136, 141, 19, 19, 
-126, -366, -239, 246, 56, -302, 117, 136, 126, 136, 24, 39, 
-151, -370, -219, 261, 34, -295, 112, 131, 122, 122, 4, 29, 
-180, -400, -219, 290, 19, -309, 131, 122, 122, 126, 14, 39, 
-170, -380, -209, 275, 19, -295, 146, 146, 131, 141, 19, 39, 
-161, -370, -209, 265, 24, -290, 146, 151, 156, 156, 39, 58, 
-165, -341, -175, 253, 4, -258, 165, 161, 180, 170, 63, 68, 
-146, -312, -165, 229, 9, -239, 165, 165, 190, 170, 63, 82, 
-151, -322, -170, 236, 9, -246, 170, 165, 190, 165, 63, 102, 
-146, -312, -165, 229, 9, -239, 180, 175, 200, 170, 73, 112, 
-141, -312, -170, 226, 14, -241, 175, 175, 195, 165, 68, 102, 
-122, -307, -185, 214, 31, -246, 195, 170, 195, 165, 78, 112, 
-107, -287, -180, 197, 36, -234, 195, 170, 195, 165, 63, 107, 
-117, -297, -180, 207, 31, -239, 204, 185, 204, 170, 78, 117, 
