I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
19, -122, -141, 51, 80, -131, 92, 9, -122, -190, -214, -170, 
14, -126, -141, 56, 78, -134, 92, 9, -122, -195, -214, -175, 
9, -136, -146, 63, 78, -141, 87, 9, -126, -195, -214, -175, 
4, -141, -146, 68, 75, -143, 87, 4, -122, -195, -214, -175, 
0, -141, -141, 70, 70, -141, 82, 4, -122, -200, -219, -175, 
0, -141, -141, 70, 70, -141, 82, 4, -126, -209, -219, -180, 
-9, -146, -136, 78, 63, -141, 87, 0, -126, -209, -219, -180, 
-19, -151, -131, 85, 56, -141, 82, 0, -126, -209, -219, -180, 
-19, -156, -136, 87, 58, -146, 82, 0, -126, -209, -224, -180, 
-29, -156, -126, 92, 48, -141, 78, 0, -131, -214, -224, -185, 
-34, -161, -126, 97, 46, -143, 78, -9, -131, -214, -224, -185, 
-29, -161, -131, 95, 51, -146, 78, -9, -131, -214, -229, -185, 
-24, -156, -131, 90, 53, -143, 78, 0, -126, -209, -224, -180, 
-14, -146, -131, 80, 58, -139, 82, 0, -122, -209, -219, -175, 
-9, -136, -126, 73, 58, -131, 82, 4, -122, -200, -214, -175, 
0, -126, -126, 63, 63, -126, 82, 4, -122, -200, -214, -175, 
9, -126, -136, 58, 73, -131, 82, 9, -122, -200, -214, -170, 
9, -122, -131, 56, 70, -126, 78, 9, -122, -200, -214, -170, 
4, -126, -131, 61, 68, -129, 78, 9, -117, -200, -214, -170, 
4, -126, -131, 61, 68, -129, 73, 9, -117, -200, -214, -170, 
4, -122, -126, 58, 65, -124, 73, 9, -117, -200, -214, -170, 
4, -122, -126, 58, 65, -124, 68, 9, -122, -195, -214, -170, 
4, -122, -126, 58, 65, -124, 73, 9, -122, -195, -209, -170, 
4, -117, -122, 56, 63, -119, 73, 9, -122, -195, -209, -170, 
0, -112, -112, 56, 56, -112, 68, 9, -122, -200, -214, -170, 
0, -112, -112, 56, 56, -112, 68, 9, -122, -195, -214, -170, 
4, -102, -107, 48, 56, -104, 68, 19, -112, -185, -209, -161, 
9, -87, -97, 39, 53, -92, 73, 19, -102, -180, -195, -156, 
14, -82, -97, 34, 56, -90, 73, 19, -102, -180, -190, -161, 
29, -82, -112, 26, 70, -97, 73, 14, -107, -175, -190, -161, 
